investor_id,age_group,gender,state,city_tier,monthly_sip_amount
INV01050,35-44,Male,Maharashtra,T30,19046.31
INV01051,55+,Male,Maharashtra,B30,28910.88
INV01052,55+,Female,Kerala,B30,12343.31
INV01053,25-34,Male,Delhi,T30,15652.52
INV01054,55+,Female,Rajasthan,T30,13128.2
INV01055,35-44,Male,Madhya Pradesh,T30,12000.96
INV01056,35-44,Female,Rajasthan,T30,9379.05
INV01057,35-44,Female,West Bengal,B30,5339.9
INV01058,45-54,Male,Madhya Pradesh,B30,13108.18
INV01059,25-34,Female,Gujarat,T30,1840.31
INV01060,25-34,Female,Punjab,T30,10519.27
INV01061,35-44,Female,Madhya Pradesh,T30,19935.64
INV01062,35-44,Male,Tamil Nadu,B30,31732.05
INV01063,35-44,Male,Gujarat,B30,19952.9
INV01064,45-54,Male,Punjab,T30,11494.05
INV01065,45-54,Female,West Bengal,T30,13886.99
INV01066,25-34,Male,Rajasthan,T30,23618.17
INV01067,25-34,Male,Delhi,B30,6481.1
INV01068,25-34,Female,Rajasthan,T30,17972.46
INV01069,55+,Male,Kerala,T30,3117.97
INV01070,25-34,Male,Madhya Pradesh,T30,22420.24
INV01071,35-44,Male,Tamil Nadu,B30,8919.31
INV01072,25-34,Male,West Bengal,T30,11013.43
INV01073,25-34,Female,Madhya Pradesh,T30,7098.17
INV01074,45-54,Male,West Bengal,T30,14929.41
INV01075,35-44,Male,Tamil Nadu,T30,4070.94
INV01076,25-34,Female,Delhi,T30,25074.16
INV01077,45-54,Female,Tamil Nadu,T30,15510.61
INV01078,25-34,Male,Gujarat,T30,12888.17
INV01079,35-44,Male,Tamil Nadu,T30,10947.8
INV01080,35-44,Male,Delhi,T30,72571.01
INV01081,25-34,Female,Rajasthan,T30,6761.67
INV01082,55+,Female,Rajasthan,T30,5144.53
INV01083,35-44,Male,Maharashtra,T30,8474.44
INV01084,25-34,Male,Delhi,B30,7942.2
INV01085,18-24,Male,Kerala,T30,10155.37
INV01086,35-44,Male,Rajasthan,T30,11325.03
INV01087,55+,Female,West Bengal,T30,19829.37
INV01088,25-34,Male,Gujarat,T30,7087.53
INV01089,25-34,Female,Delhi,T30,5455.4
INV01090,25-34,Male,Delhi,B30,10543.23
INV01091,25-34,Male,Maharashtra,T30,14007.71
INV01092,25-34,Female,Telangana,B30,4103.09
INV01093,45-54,Female,West Bengal,T30,16645.56
INV01094,35-44,Male,Telangana,T30,3568.78
INV01095,55+,Male,Rajasthan,T30,6805.01
INV01096,25-34,Female,Maharashtra,B30,6842.63
INV01097,25-34,Female,Gujarat,T30,11457.95
INV01098,35-44,Female,Delhi,T30,8136.83
INV01099,25-34,Female,Kerala,T30,7886.49
INV01100,25-34,Male,Telangana,T30,7998.85
INV01101,25-34,Male,Rajasthan,T30,5955.58
INV01102,45-54,Male,West Bengal,T30,4607.98
INV01103,25-34,Male,Tamil Nadu,B30,24658.86
INV01104,18-24,Male,Delhi,T30,13459.23
INV01105,35-44,Male,Karnataka,B30,31510.92
INV01106,25-34,Male,Punjab,T30,8022.82
INV01107,18-24,Male,Madhya Pradesh,T30,4862.63
INV01108,18-24,Female,Maharashtra,B30,5666.61
INV01109,55+,Male,Tamil Nadu,T30,15245.15
INV01110,18-24,Female,Tamil Nadu,T30,6248.68
INV01111,25-34,Female,Tamil Nadu,B30,34066.71
INV01112,25-34,Male,Madhya Pradesh,B30,10913.3
INV01113,25-34,Female,Madhya Pradesh,T30,7363.39
INV01114,18-24,Female,Rajasthan,T30,2938.47
INV01115,25-34,Male,Karnataka,T30,4271.18
INV01116,45-54,Female,Kerala,B30,16690.2
INV01117,35-44,Female,Telangana,B30,5797.11
INV01118,45-54,Male,Kerala,T30,7462.39
INV01119,35-44,Male,Karnataka,B30,8980.22
INV01120,35-44,Male,Delhi,B30,8315.11
INV01121,25-34,Female,Maharashtra,T30,2265.96
INV01122,35-44,Male,Kerala,T30,26780.7
INV01123,45-54,Male,Karnataka,T30,8117.11
INV01124,18-24,Male,Delhi,B30,8949.91
INV01125,55+,Female,Delhi,T30,3755.37
INV01126,45-54,Male,Maharashtra,B30,17803.68
INV01127,55+,Female,Gujarat,B30,40625.45
INV01128,25-34,Female,Kerala,T30,3673.5
INV01129,55+,Female,Kerala,T30,15732.07
INV01130,45-54,Female,Madhya Pradesh,T30,18010.0
INV01131,35-44,Male,West Bengal,B30,3364.96
INV01132,18-24,Female,West Bengal,T30,4920.96
INV01133,25-34,Male,Punjab,T30,15650.4
INV01134,25-34,Male,Delhi,B30,18260.52
INV01135,18-24,Female,Karnataka,T30,7511.18
INV01136,25-34,Male,Karnataka,T30,14792.35
INV01137,35-44,Female,Tamil Nadu,B30,10847.15
INV01138,25-34,Male,Madhya Pradesh,T30,5891.24
INV01139,25-34,Male,Kerala,T30,5125.45
INV01140,25-34,Male,Punjab,T30,7438.59
INV01141,25-34,Female,Karnataka,B30,8664.7
INV01142,55+,Male,Delhi,T30,12894.53
INV01143,35-44,Male,West Bengal,T30,10046.16
INV01144,25-34,Female,Telangana,T30,13148.52
INV01145,25-34,Female,Rajasthan,T30,16094.77
INV01146,35-44,Female,Tamil Nadu,T30,2839.12
INV01147,35-44,Female,Karnataka,T30,18394.07
INV01148,35-44,Female,Maharashtra,T30,10894.91
INV01149,45-54,Male,Maharashtra,T30,29081.83
INV01150,35-44,Male,Madhya Pradesh,T30,45132.0
INV01151,25-34,Male,Tamil Nadu,T30,12751.77
INV01152,35-44,Male,Rajasthan,T30,16139.46
INV01153,35-44,Female,Maharashtra,B30,15161.1
INV01154,25-34,Male,Uttar Pradesh,T30,15165.23
INV01155,45-54,Male,Telangana,T30,15503.11
INV01156,18-24,Male,Uttar Pradesh,B30,2442.88
INV01157,25-34,Male,Maharashtra,T30,12374.13
INV01158,35-44,Male,Tamil Nadu,T30,14147.13
INV01159,25-34,Female,Punjab,T30,9553.83
INV01160,35-44,Male,West Bengal,B30,14684.0
INV01161,25-34,Female,Karnataka,T30,10556.36
INV01162,55+,Other,West Bengal,B30,37184.76
INV01163,35-44,Male,Kerala,B30,14029.49
INV01164,18-24,Male,Delhi,T30,5732.34
INV01165,18-24,Male,Gujarat,B30,1923.11
INV01166,25-34,Male,Delhi,T30,7903.86
INV01167,45-54,Male,Uttar Pradesh,T30,3330.01
INV01168,35-44,Female,Delhi,T30,57737.41
INV01169,35-44,Male,Maharashtra,B30,9352.12
INV01170,35-44,Male,Gujarat,T30,20540.21
INV01171,18-24,Female,Punjab,B30,18307.62
INV01172,45-54,Male,Karnataka,B30,17595.57
INV01173,18-24,Male,Uttar Pradesh,T30,5160.04
INV01174,45-54,Male,Delhi,B30,7749.99
INV01175,25-34,Other,Delhi,T30,15732.82
INV01176,18-24,Male,Gujarat,T30,3285.48
INV01177,35-44,Female,Gujarat,B30,8191.01
INV01178,35-44,Female,Maharashtra,T30,5967.46
INV01179,25-34,Male,Kerala,T30,10620.07
INV01180,25-34,Male,Delhi,B30,28939.57
INV01181,25-34,Male,Punjab,T30,6584.88
INV01182,25-34,Male,Punjab,T30,3112.24
INV01183,18-24,Male,Gujarat,T30,3813.36
INV01184,25-34,Male,Kerala,B30,11004.19
INV01185,25-34,Female,Maharashtra,T30,25751.31
INV01186,25-34,Male,Karnataka,B30,9025.7
INV01187,18-24,Female,Madhya Pradesh,B30,12969.66
INV01188,45-54,Male,Punjab,B30,3500.39
INV01189,25-34,Female,Rajasthan,T30,12430.91
INV01190,25-34,Male,Telangana,B30,7876.98
INV01191,25-34,Male,Kerala,T30,7472.05
INV01192,18-24,Male,Karnataka,T30,4299.94
INV01193,35-44,Male,Tamil Nadu,T30,3967.52
INV01194,25-34,Male,Delhi,T30,13196.26
INV01195,25-34,Male,Kerala,B30,7636.05
INV01196,35-44,Male,Telangana,B30,6712.32
INV01197,35-44,Male,West Bengal,T30,36938.59
INV01198,35-44,Male,Madhya Pradesh,T30,6354.49
INV01199,45-54,Male,Telangana,T30,5453.39
INV01200,25-34,Male,Kerala,T30,10995.04
INV01201,35-44,Male,Rajasthan,T30,11096.72
INV01202,25-34,Male,West Bengal,T30,45848.66
INV01203,25-34,Male,Delhi,T30,6460.49
INV01204,35-44,Male,Maharashtra,B30,11242.07
INV01205,35-44,Male,Madhya Pradesh,T30,17985.94
INV01206,25-34,Male,Tamil Nadu,T30,23099.96
INV01207,35-44,Female,Delhi,T30,29018.64
INV01208,18-24,Male,Gujarat,T30,5284.06
INV01209,45-54,Female,Delhi,T30,39800.05
INV01210,45-54,Male,Punjab,T30,12959.61
INV01211,25-34,Male,Punjab,B30,9242.36
INV01212,35-44,Female,Punjab,T30,6029.92
INV01213,25-34,Male,Uttar Pradesh,T30,7162.19
INV01214,25-34,Female,Delhi,B30,8382.15
INV01215,25-34,Female,Rajasthan,T30,11469.9
INV01216,25-34,Female,Delhi,T30,11574.99
INV01217,18-24,Female,Kerala,T30,1716.34
INV01218,45-54,Male,West Bengal,B30,10920.47
INV01219,45-54,Female,Kerala,T30,10318.1
INV01220,35-44,Male,Delhi,T30,13350.78
INV01221,25-34,Female,Uttar Pradesh,B30,4589.58
INV01222,55+,Male,Rajasthan,T30,5809.77
INV01223,35-44,Female,Punjab,B30,12641.61
INV01224,25-34,Male,Uttar Pradesh,T30,8291.72
INV01225,25-34,Male,Kerala,T30,7104.79
INV01226,45-54,Male,West Bengal,T30,9388.07
INV01227,25-34,Female,Telangana,T30,4752.37
INV01228,35-44,Male,Rajasthan,B30,59122.58
INV01229,25-34,Male,Telangana,T30,3728.67
INV01230,25-34,Male,Karnataka,T30,7645.54
INV01231,18-24,Female,Telangana,T30,2862.95
INV01232,45-54,Female,Rajasthan,T30,11216.03
INV01233,55+,Male,Maharashtra,T30,5438.67
INV01234,25-34,Male,Telangana,T30,8811.99
INV01235,25-34,Male,Karnataka,T30,12361.45
INV01236,25-34,Female,Delhi,B30,25071.69
INV01237,25-34,Male,Punjab,B30,4401.92
INV01238,35-44,Female,Tamil Nadu,T30,17496.47
INV01239,25-34,Female,Kerala,T30,4672.56
INV01240,45-54,Female,West Bengal,T30,8799.69
INV01241,35-44,Male,West Bengal,T30,11884.19
INV01242,25-34,Female,Gujarat,B30,7390.92
INV01243,25-34,Male,Delhi,B30,4025.76
INV01244,55+,Male,Delhi,B30,3973.14
INV01245,25-34,Male,Rajasthan,B30,14590.37
INV01246,25-34,Male,Karnataka,B30,6729.95
INV01247,55+,Male,Gujarat,T30,12620.71
INV01248,25-34,Male,Punjab,T30,8765.9
INV01249,25-34,Female,Tamil Nadu,T30,4705.9
INV01250,45-54,Male,Maharashtra,T30,14167.32
INV01251,25-34,Female,Madhya Pradesh,T30,25003.25
INV01252,35-44,Male,Gujarat,B30,9599.69
INV01253,45-54,Male,Uttar Pradesh,B30,12338.74
INV01254,35-44,Female,West Bengal,B30,4774.09
INV01255,18-24,Male,Telangana,T30,2308.39
INV01256,35-44,Female,Maharashtra,T30,5975.59
INV01257,55+,Male,Kerala,T30,5452.96
INV01258,18-24,Male,Madhya Pradesh,B30,4465.6
INV01259,55+,Male,Uttar Pradesh,T30,12073.77
INV01260,18-24,Male,Gujarat,T30,3928.64
INV01261,35-44,Female,Delhi,T30,40408.7
INV01262,55+,Female,Kerala,B30,4926.73
INV01263,35-44,Female,Uttar Pradesh,B30,1861.89
INV01264,35-44,Female,Gujarat,T30,38132.32
INV01265,18-24,Male,Maharashtra,B30,7004.03
INV01266,25-34,Male,Madhya Pradesh,B30,6771.08
INV01267,25-34,Female,Karnataka,B30,7357.0
INV01268,25-34,Female,Tamil Nadu,T30,15083.44
INV01269,25-34,Male,Maharashtra,B30,4538.13
INV01270,35-44,Female,Uttar Pradesh,B30,7680.09
INV01271,25-34,Male,Telangana,T30,3240.34
INV01272,35-44,Female,Uttar Pradesh,T30,2353.6
INV01273,25-34,Female,Gujarat,B30,6602.64
INV01274,25-34,Male,West Bengal,T30,10262.46
INV01275,45-54,Male,Gujarat,B30,3862.84
INV01276,55+,Female,Karnataka,T30,6824.32
INV01277,25-34,Female,Telangana,T30,6785.26
INV01278,25-34,Male,Rajasthan,T30,4886.76
INV01279,25-34,Male,Karnataka,B30,4437.14
INV01280,25-34,Male,Madhya Pradesh,T30,8905.56
INV01281,35-44,Male,Punjab,B30,18954.02
INV01282,25-34,Male,Delhi,B30,43620.54
INV01283,25-34,Male,Kerala,T30,14419.05
INV01284,45-54,Male,Tamil Nadu,T30,11778.36
INV01285,35-44,Male,Madhya Pradesh,T30,25217.87
INV01286,55+,Male,Uttar Pradesh,T30,9335.8
INV01287,35-44,Female,Kerala,T30,6369.41
INV01288,25-34,Other,Telangana,B30,4687.6
INV01289,25-34,Male,Madhya Pradesh,B30,1675.08
INV01290,35-44,Male,Telangana,T30,13468.65
INV01291,35-44,Female,Karnataka,T30,9243.83
INV01292,25-34,Female,Madhya Pradesh,T30,5643.65
INV01293,35-44,Female,West Bengal,T30,15888.19
INV01294,25-34,Female,Rajasthan,B30,4577.84
INV01295,45-54,Female,Maharashtra,T30,11512.67
INV01296,35-44,Male,Gujarat,T30,5010.42
INV01297,45-54,Female,Kerala,T30,8285.01
INV01298,18-24,Male,Uttar Pradesh,T30,34236.23
INV01299,25-34,Female,West Bengal,B30,24491.51
INV01300,55+,Male,Delhi,B30,8959.5
INV01301,35-44,Female,Kerala,T30,13255.8
INV01302,18-24,Male,Kerala,B30,1458.7
INV01303,25-34,Female,Uttar Pradesh,B30,20208.0
INV01304,25-34,Male,Madhya Pradesh,T30,4851.3
INV01305,25-34,Male,Madhya Pradesh,B30,18825.41
INV01306,45-54,Male,Kerala,T30,7345.56
INV01307,25-34,Female,Maharashtra,B30,1925.53
INV01308,25-34,Male,Madhya Pradesh,B30,4006.4
INV01309,18-24,Male,Maharashtra,T30,9866.17
INV01310,55+,Female,Punjab,T30,4702.34
INV01311,55+,Male,Gujarat,B30,9560.54
INV01312,18-24,Female,Telangana,T30,5648.71
INV01313,18-24,Female,Delhi,T30,9122.46
INV01314,25-34,Male,Maharashtra,T30,9871.31
INV01315,35-44,Male,Maharashtra,T30,20267.44
INV01316,35-44,Other,Gujarat,T30,37912.96
INV01317,25-34,Male,Kerala,B30,4373.96
INV01318,25-34,Male,West Bengal,T30,24628.2
INV01319,18-24,Female,Tamil Nadu,T30,2484.16
INV01320,25-34,Male,Maharashtra,B30,4968.08
INV01321,18-24,Other,Kerala,T30,5295.89
INV01322,25-34,Female,Delhi,T30,20322.33
INV01323,55+,Male,Punjab,T30,11192.6
INV01324,25-34,Female,Madhya Pradesh,T30,2720.24
INV01325,25-34,Male,Karnataka,T30,12017.91
INV01326,25-34,Male,Tamil Nadu,B30,10674.69
INV01327,35-44,Female,Gujarat,T30,8812.07
INV01328,45-54,Male,Telangana,B30,5448.41
INV01329,25-34,Female,Gujarat,B30,7187.53
INV01330,55+,Male,Tamil Nadu,T30,6301.33
INV01331,25-34,Male,West Bengal,T30,6096.47
INV01332,25-34,Male,Maharashtra,T30,3434.23
INV01333,35-44,Male,Gujarat,T30,25696.44
INV01334,18-24,Female,Tamil Nadu,T30,5109.78
INV01335,55+,Female,Maharashtra,T30,11800.07
INV01336,35-44,Female,Telangana,T30,20217.13
INV01337,25-34,Male,Delhi,T30,14201.32
INV01338,25-34,Male,Rajasthan,T30,8273.23
INV01339,25-34,Male,Delhi,T30,4807.55
INV01340,18-24,Male,Tamil Nadu,T30,5731.92
INV01341,25-34,Male,Kerala,T30,12681.4
INV01342,35-44,Male,Uttar Pradesh,T30,11244.71
INV01343,55+,Male,Madhya Pradesh,T30,3927.87
INV01344,18-24,Male,Tamil Nadu,B30,7371.91
INV01345,25-34,Female,Tamil Nadu,T30,6408.24
INV01346,25-34,Female,Maharashtra,T30,10384.95
INV01347,35-44,Female,Rajasthan,T30,10561.69
INV01348,45-54,Male,Madhya Pradesh,B30,9179.58
INV01349,25-34,Male,Madhya Pradesh,T30,27972.2
INV01350,25-34,Female,Madhya Pradesh,B30,5131.81
INV01351,35-44,Male,Gujarat,T30,2233.87
INV01352,25-34,Female,Rajasthan,T30,8254.91
INV01353,18-24,Male,Kerala,T30,6074.66
INV01354,55+,Female,Maharashtra,B30,11515.73
INV01355,35-44,Female,West Bengal,T30,7943.0
INV01356,25-34,Male,Tamil Nadu,T30,13141.37
INV01357,55+,Male,Karnataka,B30,13704.0
INV01358,35-44,Male,Maharashtra,T30,28657.07
INV01359,35-44,Male,Tamil Nadu,T30,8870.99
INV01360,35-44,Male,Gujarat,T30,17404.63
INV01361,45-54,Female,Kerala,B30,11234.08
INV01362,55+,Male,Telangana,B30,21259.56
INV01363,35-44,Male,Rajasthan,B30,33094.09
INV01364,25-34,Female,Uttar Pradesh,T30,14902.2
INV01365,25-34,Female,Tamil Nadu,B30,3935.02
INV01366,25-34,Male,West Bengal,B30,13846.35
INV01367,25-34,Male,Tamil Nadu,T30,2780.71
INV01368,35-44,Male,Telangana,B30,21148.81
INV01369,45-54,Male,Uttar Pradesh,T30,9971.26
INV01370,25-34,Female,West Bengal,B30,15314.84
INV01371,45-54,Male,Delhi,T30,17370.17
INV01372,35-44,Male,Karnataka,T30,10796.92
INV01373,55+,Male,Telangana,B30,22457.03
INV01374,18-24,Female,Kerala,T30,4680.6
INV01375,18-24,Male,Gujarat,T30,4232.36
INV01376,18-24,Female,Delhi,B30,10719.11
INV01377,25-34,Female,Punjab,B30,2724.4
INV01378,25-34,Male,Gujarat,T30,6431.55
INV01379,45-54,Female,Telangana,T30,7302.0
INV01380,35-44,Male,Punjab,T30,4628.91
INV01381,45-54,Female,Punjab,T30,7060.94
INV01382,35-44,Female,Maharashtra,T30,6553.76
INV01383,55+,Male,Madhya Pradesh,T30,11419.56
INV01384,35-44,Female,Uttar Pradesh,T30,7232.75
INV01385,45-54,Male,Delhi,T30,20933.12
INV01386,35-44,Male,Karnataka,B30,23959.98
INV01387,35-44,Male,Telangana,T30,9704.39
INV01388,25-34,Female,Kerala,T30,1928.63
INV01389,45-54,Female,Telangana,B30,8011.6
INV01390,25-34,Male,Delhi,T30,13615.55
INV01391,25-34,Male,Punjab,T30,11132.12
INV01392,25-34,Female,Telangana,T30,6950.25
INV01393,45-54,Male,Punjab,T30,4459.31
INV01394,35-44,Female,Kerala,B30,17237.04
INV01395,18-24,Female,Gujarat,T30,4670.72
INV01396,18-24,Male,Maharashtra,T30,3816.95
INV01397,18-24,Male,Rajasthan,B30,3267.06
INV01398,18-24,Female,Uttar Pradesh,T30,2987.53
INV01399,45-54,Male,Rajasthan,T30,27926.54
INV01400,25-34,Male,Karnataka,B30,5775.32
INV01401,35-44,Male,Madhya Pradesh,T30,14896.58
INV01402,35-44,Female,Delhi,T30,10948.96
INV01403,35-44,Female,Delhi,T30,9076.0
INV01404,55+,Male,Punjab,B30,20889.47
INV01405,45-54,Male,Punjab,T30,7654.63
INV01406,25-34,Male,Kerala,T30,14858.19
INV01407,25-34,Male,Gujarat,T30,9885.63
INV01408,35-44,Male,Rajasthan,B30,12148.4
INV01409,35-44,Female,Kerala,T30,12301.95
INV01410,35-44,Male,Tamil Nadu,B30,24072.76
INV01411,25-34,Male,Tamil Nadu,T30,3612.37
INV01412,45-54,Female,Kerala,B30,3470.98
INV01413,25-34,Male,Maharashtra,T30,11443.12
INV01414,35-44,Female,Maharashtra,B30,8647.2
INV01415,25-34,Female,Kerala,T30,24486.24
INV01416,25-34,Female,Karnataka,T30,9260.37
INV01417,45-54,Other,Delhi,T30,29154.47
INV01418,25-34,Female,Rajasthan,T30,6394.46
INV01419,25-34,Male,Madhya Pradesh,T30,4324.8
INV01420,25-34,Other,Uttar Pradesh,T30,4817.09
INV01421,25-34,Male,Telangana,T30,9058.2
INV01422,25-34,Male,Maharashtra,B30,5531.48
INV01423,18-24,Male,Gujarat,B30,9759.44
INV01424,25-34,Female,Punjab,T30,7612.57
INV01425,18-24,Male,Kerala,T30,13952.34
INV01426,25-34,Male,West Bengal,B30,10156.08
INV01427,25-34,Other,Telangana,B30,4153.03
INV01428,25-34,Female,Telangana,T30,17230.09
INV01429,35-44,Female,Uttar Pradesh,B30,9407.46
INV01430,35-44,Male,West Bengal,T30,16476.4
INV01431,25-34,Female,Punjab,T30,13421.85
INV01432,45-54,Female,West Bengal,T30,27936.39
INV01433,25-34,Male,Uttar Pradesh,T30,7960.96
INV01434,25-34,Male,Gujarat,T30,9825.74
INV01435,25-34,Female,Rajasthan,T30,10808.29
INV01436,25-34,Female,Karnataka,T30,4870.31
INV01437,18-24,Male,West Bengal,T30,4497.95
INV01438,55+,Male,Delhi,T30,4470.36
INV01439,45-54,Male,Kerala,B30,6668.7
INV01440,18-24,Female,West Bengal,T30,11569.84
INV01441,55+,Female,Tamil Nadu,T30,4291.1
INV01442,35-44,Male,Telangana,T30,22752.71
INV01443,25-34,Female,Gujarat,T30,1306.1
INV01444,45-54,Female,Tamil Nadu,B30,10513.49
INV01445,18-24,Male,Uttar Pradesh,B30,11441.97
INV01446,45-54,Male,Telangana,B30,13623.44
INV01447,55+,Male,Maharashtra,T30,18348.8
INV01448,35-44,Male,Madhya Pradesh,B30,12624.19
INV01449,25-34,Male,Kerala,T30,9043.39
INV01450,35-44,Male,Delhi,T30,17313.38
INV01451,45-54,Female,Gujarat,T30,9084.14
INV01452,25-34,Male,Kerala,B30,5626.65
INV01453,55+,Male,Punjab,T30,9030.56
INV01454,25-34,Male,Maharashtra,T30,10461.81
INV01455,35-44,Female,Delhi,T30,6809.92
INV01456,35-44,Female,Punjab,B30,12395.85
INV01457,35-44,Male,Gujarat,T30,13004.11
INV01458,25-34,Male,Kerala,B30,21253.68
INV01459,25-34,Male,Maharashtra,T30,13779.33
INV01460,35-44,Male,Maharashtra,B30,8877.55
INV01461,45-54,Female,Karnataka,B30,3236.26
INV01462,18-24,Male,Delhi,T30,6696.95
INV01463,18-24,Male,Punjab,B30,932.23
INV01464,25-34,Female,Telangana,B30,21803.34
INV01465,18-24,Female,West Bengal,B30,14119.2
INV01466,18-24,Female,Tamil Nadu,T30,7618.86
INV01467,35-44,Female,West Bengal,T30,16543.92
INV01468,25-34,Male,Karnataka,T30,3929.79
INV01469,45-54,Male,Kerala,T30,17220.52
INV01470,35-44,Female,Kerala,T30,19855.7
INV01471,45-54,Male,Uttar Pradesh,B30,10646.87
INV01472,25-34,Male,Madhya Pradesh,T30,11764.31
INV01473,45-54,Male,Punjab,B30,18904.58
INV01474,25-34,Female,Punjab,B30,11810.99
INV01475,35-44,Male,Uttar Pradesh,B30,8921.44
INV01476,35-44,Female,Kerala,T30,10330.12
INV01477,18-24,Female,Madhya Pradesh,T30,22915.55
INV01478,25-34,Male,West Bengal,B30,10848.34
INV01479,25-34,Male,Madhya Pradesh,T30,4295.07
INV01480,25-34,Male,Gujarat,T30,6274.18
INV01481,18-24,Male,Uttar Pradesh,B30,2930.69
INV01482,55+,Female,Punjab,T30,13676.27
INV01483,35-44,Male,Punjab,B30,4982.47
INV01484,18-24,Male,Uttar Pradesh,T30,14053.89
INV01485,35-44,Male,Gujarat,T30,11117.0
INV01486,35-44,Other,Punjab,T30,8090.89
INV01487,45-54,Male,Gujarat,T30,11494.64
INV01488,45-54,Male,Delhi,T30,16092.66
INV01489,25-34,Female,Telangana,B30,4703.93
INV01490,35-44,Male,West Bengal,B30,9380.99
INV01491,25-34,Female,Uttar Pradesh,T30,6827.21
INV01492,45-54,Female,Telangana,T30,7831.01
INV01493,35-44,Male,Madhya Pradesh,T30,9870.45
INV01494,45-54,Female,Punjab,B30,15879.96
INV01495,35-44,Male,Gujarat,T30,15953.58
INV01496,25-34,Male,Uttar Pradesh,B30,16588.34
INV01497,45-54,Female,Rajasthan,T30,7787.44
INV01498,35-44,Female,Madhya Pradesh,T30,6282.09
INV01499,45-54,Other,Madhya Pradesh,T30,16119.68
INV01500,25-34,Female,Madhya Pradesh,T30,8303.71
INV01501,35-44,Male,Madhya Pradesh,B30,10767.61
INV01502,25-34,Male,Telangana,T30,8652.48
INV01503,55+,Male,Delhi,B30,8480.75
INV01504,25-34,Male,Delhi,T30,31973.44
INV01505,25-34,Male,Karnataka,T30,12612.79
INV01506,35-44,Female,Rajasthan,T30,7196.95
INV01507,35-44,Female,Delhi,T30,9282.18
INV01508,25-34,Other,Punjab,T30,7335.82
INV01509,35-44,Male,Maharashtra,T30,31619.07
INV01510,18-24,Female,Telangana,B30,7372.8
INV01511,35-44,Male,Delhi,T30,19040.72
INV01512,25-34,Male,West Bengal,T30,9457.77
INV01513,25-34,Female,Gujarat,B30,10580.89
INV01514,25-34,Female,Uttar Pradesh,T30,9197.55
INV01515,25-34,Male,Madhya Pradesh,B30,2457.69
INV01516,45-54,Female,Telangana,T30,6793.81
INV01517,45-54,Female,Madhya Pradesh,T30,31752.58
INV01518,25-34,Male,Punjab,T30,12648.23
INV01519,25-34,Female,West Bengal,T30,10895.42
INV01520,18-24,Male,Delhi,T30,4861.9
INV01521,18-24,Male,Kerala,B30,6045.38
INV01522,25-34,Male,Kerala,T30,4890.03
INV01523,45-54,Male,Gujarat,T30,18042.72
INV01524,35-44,Male,Madhya Pradesh,B30,16409.46
INV01525,25-34,Male,Rajasthan,T30,9842.75
INV01526,35-44,Male,West Bengal,B30,36424.76
INV01527,45-54,Female,Tamil Nadu,T30,6768.02
INV01528,25-34,Male,Maharashtra,T30,8833.42
INV01529,35-44,Male,Maharashtra,T30,16414.28
INV01530,25-34,Male,Uttar Pradesh,T30,17789.6
INV01531,45-54,Female,Kerala,B30,2164.98
INV01532,25-34,Female,West Bengal,T30,23696.97
INV01533,35-44,Male,Maharashtra,T30,16626.84
INV01534,45-54,Female,Maharashtra,T30,7095.27
INV01535,45-54,Female,Rajasthan,T30,12690.31
INV01536,45-54,Male,Rajasthan,T30,15553.29
INV01537,35-44,Male,Delhi,T30,16240.05
INV01538,35-44,Male,Maharashtra,B30,4339.07
INV01539,25-34,Male,Tamil Nadu,B30,5118.01
INV01540,25-34,Male,Punjab,T30,4741.91
INV01541,45-54,Male,Telangana,T30,8734.92
INV01542,45-54,Male,Uttar Pradesh,T30,11644.3
INV01543,25-34,Male,Uttar Pradesh,B30,32500.82
INV01544,35-44,Female,Punjab,B30,9211.23
INV01545,25-34,Female,Punjab,B30,8008.32
INV01546,18-24,Male,Kerala,T30,6719.66
INV01547,45-54,Female,Madhya Pradesh,B30,14461.97
INV01548,18-24,Male,Delhi,T30,4971.24
INV01549,25-34,Male,Delhi,B30,6904.72
INV01550,18-24,Female,Karnataka,B30,2056.41
INV01551,25-34,Male,Karnataka,T30,5684.25
INV01552,35-44,Female,Karnataka,B30,5007.61
INV01553,25-34,Male,Madhya Pradesh,T30,3487.54
INV01554,35-44,Male,Madhya Pradesh,T30,1382.9
INV01555,55+,Female,Maharashtra,T30,3704.79
INV01556,25-34,Male,Tamil Nadu,T30,6523.6
INV01557,45-54,Male,Tamil Nadu,B30,25612.5
INV01558,18-24,Female,Rajasthan,T30,7067.55
INV01559,45-54,Male,Maharashtra,B30,25710.0
INV01560,18-24,Male,Telangana,B30,3498.62
INV01561,35-44,Male,Punjab,B30,5912.9
INV01562,25-34,Male,West Bengal,T30,7304.24
INV01563,25-34,Female,Madhya Pradesh,T30,4893.18
INV01564,45-54,Female,Madhya Pradesh,B30,21906.65
INV01565,25-34,Other,Uttar Pradesh,B30,7728.16
INV01566,25-34,Male,Telangana,T30,22919.82
INV01567,35-44,Male,Tamil Nadu,T30,15740.3
INV01568,25-34,Female,West Bengal,B30,7468.56
INV01569,25-34,Male,Delhi,T30,3030.22
INV01570,45-54,Female,Kerala,B30,30433.09
INV01571,35-44,Male,Madhya Pradesh,B30,16192.09
INV01572,35-44,Male,Maharashtra,T30,6406.64
INV01573,25-34,Male,Rajasthan,T30,4712.58
INV01574,25-34,Female,Delhi,T30,8033.42
