transaction_id,investor_id,date,transaction_type,transaction_amount,state,age_group,city_tier,gender,monthly_sip_amount,transaction_count,year,year_month
TXN0005863,INV01299,2022-10-23,SIP,25871.42,West Bengal,25-34,B30,Female,24491.51,1,2022,2022-10
TXN0005864,INV01299,2024-06-17,SIP,26554.98,West Bengal,25-34,B30,Female,24491.51,1,2024,2024-06
TXN0005865,INV01299,2023-03-06,SIP,26060.2,West Bengal,25-34,B30,Female,24491.51,1,2023,2023-03
TXN0005866,INV01300,2024-08-02,SIP,8072.34,Delhi,55+,B30,Male,8959.5,1,2024,2024-08
TXN0005867,INV01300,2025-02-03,Redemption,51920.45,Delhi,55+,B30,Male,8959.5,1,2025,2025-02
TXN0005868,INV01300,2023-03-29,Lumpsum,111619.13,Delhi,55+,B30,Male,8959.5,1,2023,2023-03
TXN0005869,INV01300,2025-11-14,SIP,10094.54,Delhi,55+,B30,Male,8959.5,1,2025,2025-11
TXN0005870,INV01301,2023-10-04,SIP,13266.69,Kerala,35-44,T30,Female,13255.8,1,2023,2023-10
TXN0005871,INV01301,2024-06-04,SIP,11933.54,Kerala,35-44,T30,Female,13255.8,1,2024,2024-06
TXN0005872,INV01301,2024-04-20,SIP,13066.32,Kerala,35-44,T30,Female,13255.8,1,2024,2024-04
TXN0005873,INV01301,2024-07-08,SIP,15240.79,Kerala,35-44,T30,Female,13255.8,1,2024,2024-07
TXN0005874,INV01301,2023-09-20,Lumpsum,183872.3,Kerala,35-44,T30,Female,13255.8,1,2023,2023-09
TXN0005875,INV01301,2025-10-15,SIP,14138.21,Kerala,35-44,T30,Female,13255.8,1,2025,2025-10
TXN0005876,INV01302,2025-06-04,Lumpsum,18178.78,Kerala,18-24,B30,Male,1458.7,1,2025,2025-06
TXN0005877,INV01302,2024-09-26,Redemption,5006.49,Kerala,18-24,B30,Male,1458.7,1,2024,2024-09
TXN0005878,INV01302,2025-08-17,SIP,1675.12,Kerala,18-24,B30,Male,1458.7,1,2025,2025-08
TXN0005879,INV01303,2024-05-05,Redemption,158587.45,Uttar Pradesh,25-34,B30,Female,20208.0,1,2024,2024-05
TXN0005880,INV01303,2023-04-03,Redemption,140690.01,Uttar Pradesh,25-34,B30,Female,20208.0,1,2023,2023-04
TXN0005881,INV01303,2025-11-21,SIP,23229.21,Uttar Pradesh,25-34,B30,Female,20208.0,1,2025,2025-11
TXN0005882,INV01304,2023-06-06,SIP,4997.9,Madhya Pradesh,25-34,T30,Male,4851.3,1,2023,2023-06
TXN0005883,INV01304,2022-03-27,SIP,4900.4,Madhya Pradesh,25-34,T30,Male,4851.3,1,2022,2022-03
TXN0005884,INV01304,2025-10-26,SIP,5210.53,Madhya Pradesh,25-34,T30,Male,4851.3,1,2025,2025-10
TXN0005885,INV01304,2023-07-01,SIP,5388.82,Madhya Pradesh,25-34,T30,Male,4851.3,1,2023,2023-07
TXN0005886,INV01305,2024-06-19,SIP,17226.19,Madhya Pradesh,25-34,B30,Male,18825.41,1,2024,2024-06
TXN0005887,INV01305,2024-05-01,SIP,19647.93,Madhya Pradesh,25-34,B30,Male,18825.41,1,2024,2024-05
TXN0005888,INV01305,2023-07-21,SIP,20261.17,Madhya Pradesh,25-34,B30,Male,18825.41,1,2023,2023-07
TXN0005889,INV01305,2023-06-09,SIP,20353.46,Madhya Pradesh,25-34,B30,Male,18825.41,1,2023,2023-06
TXN0005890,INV01305,2024-03-08,SIP,17690.77,Madhya Pradesh,25-34,B30,Male,18825.41,1,2024,2024-03
TXN0005891,INV01305,2024-02-15,SIP,20456.82,Madhya Pradesh,25-34,B30,Male,18825.41,1,2024,2024-02
TXN0005892,INV01305,2022-05-28,SIP,17159.18,Madhya Pradesh,25-34,B30,Male,18825.41,1,2022,2022-05
TXN0005893,INV01306,2023-02-25,Redemption,22379.78,Kerala,45-54,T30,Male,7345.56,1,2023,2023-02
TXN0005894,INV01306,2022-06-03,Lumpsum,53509.5,Kerala,45-54,T30,Male,7345.56,1,2022,2022-06
TXN0005895,INV01306,2024-03-10,Lumpsum,51747.71,Kerala,45-54,T30,Male,7345.56,1,2024,2024-03
TXN0005896,INV01306,2023-12-15,SIP,8067.18,Kerala,45-54,T30,Male,7345.56,1,2023,2023-12
TXN0005897,INV01306,2023-11-30,SIP,7868.43,Kerala,45-54,T30,Male,7345.56,1,2023,2023-11
TXN0005898,INV01306,2024-07-17,SIP,8209.69,Kerala,45-54,T30,Male,7345.56,1,2024,2024-07
TXN0005899,INV01307,2022-12-28,SIP,2029.45,Maharashtra,25-34,B30,Female,1925.53,1,2022,2022-12
TXN0005900,INV01307,2023-10-26,SIP,1734.66,Maharashtra,25-34,B30,Female,1925.53,1,2023,2023-10
TXN0005901,INV01307,2024-07-04,Lumpsum,27912.61,Maharashtra,25-34,B30,Female,1925.53,1,2024,2024-07
TXN0005902,INV01307,2025-07-17,SIP,1797.18,Maharashtra,25-34,B30,Female,1925.53,1,2025,2025-07
TXN0005903,INV01307,2023-07-20,SIP,2172.63,Maharashtra,25-34,B30,Female,1925.53,1,2023,2023-07
TXN0005904,INV01307,2022-02-14,SIP,1937.94,Maharashtra,25-34,B30,Female,1925.53,1,2022,2022-02
TXN0005905,INV01308,2022-03-10,SIP,3890.11,Madhya Pradesh,25-34,B30,Male,4006.4,1,2022,2022-03
TXN0005906,INV01308,2022-07-18,SIP,4224.34,Madhya Pradesh,25-34,B30,Male,4006.4,1,2022,2022-07
TXN0005907,INV01308,2023-12-24,Redemption,21343.75,Madhya Pradesh,25-34,B30,Male,4006.4,1,2023,2023-12
TXN0005908,INV01308,2023-03-02,SIP,4515.57,Madhya Pradesh,25-34,B30,Male,4006.4,1,2023,2023-03
TXN0005909,INV01308,2023-04-06,SIP,3699.12,Madhya Pradesh,25-34,B30,Male,4006.4,1,2023,2023-04
TXN0005910,INV01309,2024-11-08,Lumpsum,112598.59,Maharashtra,18-24,T30,Male,9866.17,1,2024,2024-11
TXN0005911,INV01309,2022-12-28,SIP,9860.79,Maharashtra,18-24,T30,Male,9866.17,1,2022,2022-12
TXN0005912,INV01309,2022-06-06,Redemption,43132.76,Maharashtra,18-24,T30,Male,9866.17,1,2022,2022-06
TXN0005913,INV01309,2024-11-30,Redemption,20335.35,Maharashtra,18-24,T30,Male,9866.17,1,2024,2024-11
TXN0005914,INV01309,2023-12-04,SIP,9257.24,Maharashtra,18-24,T30,Male,9866.17,1,2023,2023-12
TXN0005915,INV01309,2022-09-21,SIP,10238.8,Maharashtra,18-24,T30,Male,9866.17,1,2022,2022-09
TXN0005916,INV01310,2023-07-09,SIP,4850.64,Punjab,55+,T30,Female,4702.34,1,2023,2023-07
TXN0005917,INV01310,2025-12-03,SIP,4442.37,Punjab,55+,T30,Female,4702.34,1,2025,2025-12
TXN0005918,INV01310,2023-04-08,SIP,4508.55,Punjab,55+,T30,Female,4702.34,1,2023,2023-04
TXN0005919,INV01311,2022-07-20,SIP,9922.22,Gujarat,55+,B30,Male,9560.54,1,2022,2022-07
TXN0005920,INV01311,2024-08-24,Lumpsum,131562.72,Gujarat,55+,B30,Male,9560.54,1,2024,2024-08
TXN0005921,INV01311,2023-06-24,SIP,8657.16,Gujarat,55+,B30,Male,9560.54,1,2023,2023-06
TXN0005922,INV01311,2022-07-03,SIP,8670.39,Gujarat,55+,B30,Male,9560.54,1,2022,2022-07
TXN0005923,INV01311,2025-12-19,SIP,8643.59,Gujarat,55+,B30,Male,9560.54,1,2025,2025-12
TXN0005924,INV01311,2024-09-08,Lumpsum,78910.87,Gujarat,55+,B30,Male,9560.54,1,2024,2024-09
TXN0005925,INV01312,2025-09-27,Lumpsum,51590.94,Telangana,18-24,T30,Female,5648.71,1,2025,2025-09
TXN0005926,INV01312,2024-02-02,Lumpsum,67648.41,Telangana,18-24,T30,Female,5648.71,1,2024,2024-02
TXN0005927,INV01312,2022-07-31,Lumpsum,78913.18,Telangana,18-24,T30,Female,5648.71,1,2022,2022-07
TXN0005928,INV01312,2023-02-22,Lumpsum,22770.34,Telangana,18-24,T30,Female,5648.71,1,2023,2023-02
TXN0005929,INV01312,2022-06-20,SIP,5144.63,Telangana,18-24,T30,Female,5648.71,1,2022,2022-06
TXN0005930,INV01313,2024-10-13,Lumpsum,87145.05,Delhi,18-24,T30,Female,9122.46,1,2024,2024-10
TXN0005931,INV01313,2023-08-14,SIP,8236.67,Delhi,18-24,T30,Female,9122.46,1,2023,2023-08
TXN0005932,INV01313,2022-09-02,SIP,10391.28,Delhi,18-24,T30,Female,9122.46,1,2022,2022-09
TXN0005933,INV01313,2025-06-24,SIP,9570.72,Delhi,18-24,T30,Female,9122.46,1,2025,2025-06
TXN0005934,INV01313,2023-02-28,Lumpsum,112075.83,Delhi,18-24,T30,Female,9122.46,1,2023,2023-02
TXN0005935,INV01313,2022-09-16,Lumpsum,85077.12,Delhi,18-24,T30,Female,9122.46,1,2022,2022-09
TXN0005936,INV01314,2025-06-06,SIP,10413.7,Maharashtra,25-34,T30,Male,9871.31,1,2025,2025-06
TXN0005937,INV01314,2024-06-14,Lumpsum,47354.4,Maharashtra,25-34,T30,Male,9871.31,1,2024,2024-06
TXN0005938,INV01314,2025-05-06,SIP,9529.24,Maharashtra,25-34,T30,Male,9871.31,1,2025,2025-05
TXN0005939,INV01314,2025-03-05,SIP,9302.64,Maharashtra,25-34,T30,Male,9871.31,1,2025,2025-03
TXN0005940,INV01314,2023-02-19,SIP,9453.53,Maharashtra,25-34,T30,Male,9871.31,1,2023,2023-02
TXN0005941,INV01315,2025-05-22,SIP,18674.34,Maharashtra,35-44,T30,Male,20267.44,1,2025,2025-05
TXN0005942,INV01315,2022-02-28,Lumpsum,151693.42,Maharashtra,35-44,T30,Male,20267.44,1,2022,2022-02
TXN0005943,INV01315,2024-07-22,Lumpsum,234781.96,Maharashtra,35-44,T30,Male,20267.44,1,2024,2024-07
TXN0005944,INV01315,2024-11-24,SIP,19832.13,Maharashtra,35-44,T30,Male,20267.44,1,2024,2024-11
TXN0005945,INV01315,2023-10-19,SIP,21946.85,Maharashtra,35-44,T30,Male,20267.44,1,2023,2023-10
TXN0005946,INV01315,2024-04-16,Lumpsum,126966.64,Maharashtra,35-44,T30,Male,20267.44,1,2024,2024-04
TXN0005947,INV01315,2022-03-06,Redemption,107747.88,Maharashtra,35-44,T30,Male,20267.44,1,2022,2022-03
TXN0005948,INV01316,2025-03-05,SIP,34815.54,Gujarat,35-44,T30,Other,37912.96,1,2025,2025-03
TXN0005949,INV01316,2024-04-05,SIP,41945.4,Gujarat,35-44,T30,Other,37912.96,1,2024,2024-04
TXN0005950,INV01316,2023-08-18,SIP,38061.76,Gujarat,35-44,T30,Other,37912.96,1,2023,2023-08
TXN0005951,INV01316,2022-07-25,SIP,39916.79,Gujarat,35-44,T30,Other,37912.96,1,2022,2022-07
TXN0005952,INV01316,2023-08-13,SIP,38868.48,Gujarat,35-44,T30,Other,37912.96,1,2023,2023-08
TXN0005953,INV01316,2025-08-26,SIP,39068.47,Gujarat,35-44,T30,Other,37912.96,1,2025,2025-08
TXN0005954,INV01316,2024-09-02,Lumpsum,188166.78,Gujarat,35-44,T30,Other,37912.96,1,2024,2024-09
TXN0005955,INV01317,2022-02-21,SIP,4155.3,Kerala,25-34,B30,Male,4373.96,1,2022,2022-02
TXN0005956,INV01317,2022-12-04,SIP,4644.03,Kerala,25-34,B30,Male,4373.96,1,2022,2022-12
TXN0005957,INV01317,2023-12-25,Lumpsum,21333.07,Kerala,25-34,B30,Male,4373.96,1,2023,2023-12
TXN0005958,INV01317,2024-03-05,SIP,4108.96,Kerala,25-34,B30,Male,4373.96,1,2024,2024-03
TXN0005959,INV01318,2023-03-01,SIP,27710.86,West Bengal,25-34,T30,Male,24628.2,1,2023,2023-03
TXN0005960,INV01318,2025-10-01,SIP,23349.68,West Bengal,25-34,T30,Male,24628.2,1,2025,2025-10
TXN0005961,INV01318,2022-09-17,SIP,22450.44,West Bengal,25-34,T30,Male,24628.2,1,2022,2022-09
TXN0005962,INV01318,2025-09-14,SIP,23905.7,West Bengal,25-34,T30,Male,24628.2,1,2025,2025-09
TXN0005963,INV01318,2023-04-05,Lumpsum,368368.52,West Bengal,25-34,T30,Male,24628.2,1,2023,2023-04
TXN0005964,INV01318,2025-07-04,Lumpsum,100954.69,West Bengal,25-34,T30,Male,24628.2,1,2025,2025-07
TXN0005965,INV01319,2023-07-12,SIP,2465.79,Tamil Nadu,18-24,T30,Female,2484.16,1,2023,2023-07
TXN0005966,INV01319,2022-01-12,Lumpsum,22928.57,Tamil Nadu,18-24,T30,Female,2484.16,1,2022,2022-01
TXN0005967,INV01319,2025-03-22,Lumpsum,14738.12,Tamil Nadu,18-24,T30,Female,2484.16,1,2025,2025-03
TXN0005968,INV01319,2025-03-20,SIP,2848.25,Tamil Nadu,18-24,T30,Female,2484.16,1,2025,2025-03
TXN0005969,INV01319,2024-09-10,SIP,2511.07,Tamil Nadu,18-24,T30,Female,2484.16,1,2024,2024-09
TXN0005970,INV01320,2022-02-06,SIP,5426.48,Maharashtra,25-34,B30,Male,4968.08,1,2022,2022-02
TXN0005971,INV01320,2025-04-25,SIP,4499.95,Maharashtra,25-34,B30,Male,4968.08,1,2025,2025-04
TXN0005972,INV01321,2022-05-01,SIP,5690.11,Kerala,18-24,T30,Other,5295.89,1,2022,2022-05
TXN0005973,INV01321,2023-03-22,SIP,6024.26,Kerala,18-24,T30,Other,5295.89,1,2023,2023-03
TXN0005974,INV01321,2022-09-30,Redemption,10847.36,Kerala,18-24,T30,Other,5295.89,1,2022,2022-09
TXN0005975,INV01321,2023-10-30,SIP,5812.87,Kerala,18-24,T30,Other,5295.89,1,2023,2023-10
TXN0005976,INV01321,2025-12-25,Lumpsum,43013.71,Kerala,18-24,T30,Other,5295.89,1,2025,2025-12
TXN0005977,INV01321,2023-10-15,SIP,5604.87,Kerala,18-24,T30,Other,5295.89,1,2023,2023-10
TXN0005978,INV01321,2024-10-26,SIP,5107.27,Kerala,18-24,T30,Other,5295.89,1,2024,2024-10
TXN0005979,INV01322,2023-05-15,SIP,21758.89,Delhi,25-34,T30,Female,20322.33,1,2023,2023-05
TXN0005980,INV01322,2023-05-31,SIP,20124.88,Delhi,25-34,T30,Female,20322.33,1,2023,2023-05
TXN0005981,INV01322,2022-04-17,SIP,21866.52,Delhi,25-34,T30,Female,20322.33,1,2022,2022-04
TXN0005982,INV01323,2023-02-12,Redemption,80439.68,Punjab,55+,T30,Male,11192.6,1,2023,2023-02
TXN0005983,INV01323,2023-09-10,SIP,11822.29,Punjab,55+,T30,Male,11192.6,1,2023,2023-09
TXN0005984,INV01323,2023-03-23,SIP,11402.69,Punjab,55+,T30,Male,11192.6,1,2023,2023-03
TXN0005985,INV01323,2023-03-31,Lumpsum,68136.13,Punjab,55+,T30,Male,11192.6,1,2023,2023-03
TXN0005986,INV01324,2022-11-19,SIP,2627.37,Madhya Pradesh,25-34,T30,Female,2720.24,1,2022,2022-11
TXN0005987,INV01324,2022-11-21,SIP,2781.5,Madhya Pradesh,25-34,T30,Female,2720.24,1,2022,2022-11
TXN0005988,INV01324,2025-02-02,SIP,2912.96,Madhya Pradesh,25-34,T30,Female,2720.24,1,2025,2025-02
TXN0005989,INV01325,2024-10-28,SIP,11664.64,Karnataka,25-34,T30,Male,12017.91,1,2024,2024-10
TXN0005990,INV01325,2024-05-14,Lumpsum,80434.45,Karnataka,25-34,T30,Male,12017.91,1,2024,2024-05
TXN0005991,INV01325,2023-09-11,SIP,11316.53,Karnataka,25-34,T30,Male,12017.91,1,2023,2023-09
TXN0005992,INV01325,2023-07-18,SIP,12062.95,Karnataka,25-34,T30,Male,12017.91,1,2023,2023-07
TXN0005993,INV01325,2022-09-13,SIP,12967.41,Karnataka,25-34,T30,Male,12017.91,1,2022,2022-09
TXN0005994,INV01326,2022-05-05,SIP,11960.59,Tamil Nadu,25-34,B30,Male,10674.69,1,2022,2022-05
TXN0005995,INV01326,2024-07-31,SIP,9804.51,Tamil Nadu,25-34,B30,Male,10674.69,1,2024,2024-07
TXN0005996,INV01327,2024-09-07,SIP,9708.03,Gujarat,35-44,T30,Female,8812.07,1,2024,2024-09
TXN0005997,INV01327,2023-11-18,Redemption,66070.49,Gujarat,35-44,T30,Female,8812.07,1,2023,2023-11
TXN0005998,INV01327,2024-06-18,SIP,10125.3,Gujarat,35-44,T30,Female,8812.07,1,2024,2024-06
TXN0005999,INV01327,2023-05-16,SIP,8064.59,Gujarat,35-44,T30,Female,8812.07,1,2023,2023-05
TXN0006000,INV01327,2023-06-24,Lumpsum,44882.47,Gujarat,35-44,T30,Female,8812.07,1,2023,2023-06
TXN0006001,INV01327,2023-10-24,SIP,9402.14,Gujarat,35-44,T30,Female,8812.07,1,2023,2023-10
TXN0006002,INV01327,2024-09-01,SIP,7935.52,Gujarat,35-44,T30,Female,8812.07,1,2024,2024-09
TXN0006003,INV01328,2025-02-13,Redemption,27199.41,Telangana,45-54,B30,Male,5448.41,1,2025,2025-02
TXN0006004,INV01328,2023-01-31,SIP,5397.3,Telangana,45-54,B30,Male,5448.41,1,2023,2023-01
TXN0006005,INV01328,2022-05-07,SIP,5172.75,Telangana,45-54,B30,Male,5448.41,1,2022,2022-05
TXN0006006,INV01328,2023-09-20,Redemption,34191.38,Telangana,45-54,B30,Male,5448.41,1,2023,2023-09
TXN0006007,INV01328,2025-05-02,SIP,5545.49,Telangana,45-54,B30,Male,5448.41,1,2025,2025-05
TXN0006008,INV01328,2023-10-16,Lumpsum,65891.94,Telangana,45-54,B30,Male,5448.41,1,2023,2023-10
TXN0006009,INV01329,2024-11-22,Lumpsum,65612.19,Gujarat,25-34,B30,Female,7187.53,1,2024,2024-11
TXN0006010,INV01329,2024-05-12,SIP,7014.44,Gujarat,25-34,B30,Female,7187.53,1,2024,2024-05
TXN0006011,INV01329,2022-11-28,Redemption,22326.22,Gujarat,25-34,B30,Female,7187.53,1,2022,2022-11
TXN0006012,INV01330,2024-06-13,Lumpsum,87792.72,Tamil Nadu,55+,T30,Male,6301.33,1,2024,2024-06
TXN0006013,INV01330,2023-12-15,SIP,6762.4,Tamil Nadu,55+,T30,Male,6301.33,1,2023,2023-12
TXN0006014,INV01330,2025-10-21,SIP,6238.0,Tamil Nadu,55+,T30,Male,6301.33,1,2025,2025-10
TXN0006015,INV01330,2022-12-14,SIP,6048.24,Tamil Nadu,55+,T30,Male,6301.33,1,2022,2022-12
TXN0006016,INV01331,2023-11-18,Lumpsum,34563.6,West Bengal,25-34,T30,Male,6096.47,1,2023,2023-11
TXN0006017,INV01331,2024-10-24,Redemption,13892.27,West Bengal,25-34,T30,Male,6096.47,1,2024,2024-10
TXN0006018,INV01332,2025-06-23,SIP,3553.7,Maharashtra,25-34,T30,Male,3434.23,1,2025,2025-06
TXN0006019,INV01332,2023-07-20,SIP,3609.32,Maharashtra,25-34,T30,Male,3434.23,1,2023,2023-07
TXN0006020,INV01332,2023-02-09,SIP,3252.46,Maharashtra,25-34,T30,Male,3434.23,1,2023,2023-02
TXN0006021,INV01332,2023-12-07,SIP,3634.82,Maharashtra,25-34,T30,Male,3434.23,1,2023,2023-12
TXN0006022,INV01333,2023-07-27,SIP,29381.4,Gujarat,35-44,T30,Male,25696.44,1,2023,2023-07
TXN0006023,INV01333,2025-06-11,SIP,26741.61,Gujarat,35-44,T30,Male,25696.44,1,2025,2025-06
TXN0006024,INV01334,2025-09-04,Lumpsum,41100.5,Tamil Nadu,18-24,T30,Female,5109.78,1,2025,2025-09
TXN0006025,INV01334,2023-06-20,Lumpsum,45448.89,Tamil Nadu,18-24,T30,Female,5109.78,1,2023,2023-06
TXN0006026,INV01334,2024-12-06,SIP,5012.85,Tamil Nadu,18-24,T30,Female,5109.78,1,2024,2024-12
TXN0006027,INV01334,2024-12-07,SIP,5229.4,Tamil Nadu,18-24,T30,Female,5109.78,1,2024,2024-12
TXN0006028,INV01334,2025-01-31,SIP,5694.04,Tamil Nadu,18-24,T30,Female,5109.78,1,2025,2025-01
TXN0006029,INV01334,2023-09-09,SIP,5415.39,Tamil Nadu,18-24,T30,Female,5109.78,1,2023,2023-09
TXN0006030,INV01335,2024-10-15,SIP,13177.52,Maharashtra,55+,T30,Female,11800.07,1,2024,2024-10
TXN0006031,INV01335,2022-11-07,SIP,13475.24,Maharashtra,55+,T30,Female,11800.07,1,2022,2022-11
TXN0006032,INV01335,2023-08-27,Lumpsum,153940.68,Maharashtra,55+,T30,Female,11800.07,1,2023,2023-08
TXN0006033,INV01335,2024-02-09,SIP,12535.39,Maharashtra,55+,T30,Female,11800.07,1,2024,2024-02
TXN0006034,INV01335,2024-02-28,SIP,10925.16,Maharashtra,55+,T30,Female,11800.07,1,2024,2024-02
TXN0006035,INV01336,2025-02-22,SIP,22406.77,Telangana,35-44,T30,Female,20217.13,1,2025,2025-02
TXN0006036,INV01336,2025-12-08,Lumpsum,235431.13,Telangana,35-44,T30,Female,20217.13,1,2025,2025-12
TXN0006037,INV01336,2022-12-31,SIP,20289.06,Telangana,35-44,T30,Female,20217.13,1,2022,2022-12
TXN0006038,INV01336,2025-10-11,Lumpsum,142942.13,Telangana,35-44,T30,Female,20217.13,1,2025,2025-10
TXN0006039,INV01336,2024-06-24,Lumpsum,190732.46,Telangana,35-44,T30,Female,20217.13,1,2024,2024-06
TXN0006040,INV01336,2025-10-06,SIP,20755.9,Telangana,35-44,T30,Female,20217.13,1,2025,2025-10
TXN0006041,INV01337,2023-09-05,SIP,14516.02,Delhi,25-34,T30,Male,14201.32,1,2023,2023-09
TXN0006042,INV01337,2024-01-31,SIP,13604.43,Delhi,25-34,T30,Male,14201.32,1,2024,2024-01
TXN0006043,INV01337,2023-10-03,SIP,15537.25,Delhi,25-34,T30,Male,14201.32,1,2023,2023-10
TXN0006044,INV01337,2024-12-12,SIP,15993.53,Delhi,25-34,T30,Male,14201.32,1,2024,2024-12
TXN0006045,INV01337,2023-01-18,SIP,15262.6,Delhi,25-34,T30,Male,14201.32,1,2023,2023-01
TXN0006046,INV01337,2022-06-17,Lumpsum,201534.81,Delhi,25-34,T30,Male,14201.32,1,2022,2022-06
TXN0006047,INV01338,2023-11-14,SIP,7459.4,Rajasthan,25-34,T30,Male,8273.23,1,2023,2023-11
TXN0006048,INV01338,2022-12-13,SIP,8273.43,Rajasthan,25-34,T30,Male,8273.23,1,2022,2022-12
TXN0006049,INV01338,2022-09-04,SIP,8869.59,Rajasthan,25-34,T30,Male,8273.23,1,2022,2022-09
TXN0006050,INV01338,2025-04-24,SIP,8365.25,Rajasthan,25-34,T30,Male,8273.23,1,2025,2025-04
TXN0006051,INV01338,2024-08-06,Redemption,66108.33,Rajasthan,25-34,T30,Male,8273.23,1,2024,2024-08
TXN0006052,INV01338,2024-10-19,SIP,8009.62,Rajasthan,25-34,T30,Male,8273.23,1,2024,2024-10
TXN0006053,INV01339,2022-06-22,Lumpsum,69757.39,Delhi,25-34,T30,Male,4807.55,1,2022,2022-06
TXN0006054,INV01339,2024-09-27,Redemption,27339.86,Delhi,25-34,T30,Male,4807.55,1,2024,2024-09
TXN0006055,INV01340,2024-12-26,SIP,5983.69,Tamil Nadu,18-24,T30,Male,5731.92,1,2024,2024-12
TXN0006056,INV01340,2022-11-15,SIP,6257.12,Tamil Nadu,18-24,T30,Male,5731.92,1,2022,2022-11
TXN0006057,INV01340,2023-10-28,SIP,6441.05,Tamil Nadu,18-24,T30,Male,5731.92,1,2023,2023-10
TXN0006058,INV01341,2023-11-23,Lumpsum,54568.85,Kerala,25-34,T30,Male,12681.4,1,2023,2023-11
TXN0006059,INV01341,2023-03-25,SIP,14352.89,Kerala,25-34,T30,Male,12681.4,1,2023,2023-03
TXN0006060,INV01341,2024-08-27,SIP,11769.2,Kerala,25-34,T30,Male,12681.4,1,2024,2024-08
TXN0006061,INV01341,2025-08-26,Lumpsum,179183.68,Kerala,25-34,T30,Male,12681.4,1,2025,2025-08
TXN0006062,INV01341,2023-01-19,SIP,12368.52,Kerala,25-34,T30,Male,12681.4,1,2023,2023-01
TXN0006063,INV01341,2024-11-26,Redemption,50536.05,Kerala,25-34,T30,Male,12681.4,1,2024,2024-11
TXN0006064,INV01341,2022-10-21,SIP,13907.83,Kerala,25-34,T30,Male,12681.4,1,2022,2022-10
TXN0006065,INV01342,2024-11-09,SIP,10584.26,Uttar Pradesh,35-44,T30,Male,11244.71,1,2024,2024-11
TXN0006066,INV01342,2024-01-20,SIP,10687.86,Uttar Pradesh,35-44,T30,Male,11244.71,1,2024,2024-01
TXN0006067,INV01343,2025-10-17,Lumpsum,43457.33,Madhya Pradesh,55+,T30,Male,3927.87,1,2025,2025-10
TXN0006068,INV01343,2025-08-08,SIP,4165.73,Madhya Pradesh,55+,T30,Male,3927.87,1,2025,2025-08
TXN0006069,INV01343,2023-12-31,SIP,3917.98,Madhya Pradesh,55+,T30,Male,3927.87,1,2023,2023-12
TXN0006070,INV01343,2022-07-09,Lumpsum,37871.76,Madhya Pradesh,55+,T30,Male,3927.87,1,2022,2022-07
TXN0006071,INV01343,2023-09-17,SIP,4139.79,Madhya Pradesh,55+,T30,Male,3927.87,1,2023,2023-09
TXN0006072,INV01343,2024-02-01,Lumpsum,35410.45,Madhya Pradesh,55+,T30,Male,3927.87,1,2024,2024-02
TXN0006073,INV01343,2023-10-10,SIP,4221.57,Madhya Pradesh,55+,T30,Male,3927.87,1,2023,2023-10
TXN0006074,INV01344,2023-08-06,Lumpsum,91853.88,Tamil Nadu,18-24,B30,Male,7371.91,1,2023,2023-08
TXN0006075,INV01344,2024-10-12,Redemption,18213.85,Tamil Nadu,18-24,B30,Male,7371.91,1,2024,2024-10
TXN0006076,INV01344,2024-07-06,SIP,6705.14,Tamil Nadu,18-24,B30,Male,7371.91,1,2024,2024-07
TXN0006077,INV01344,2025-05-23,Lumpsum,45844.65,Tamil Nadu,18-24,B30,Male,7371.91,1,2025,2025-05
TXN0006078,INV01344,2024-07-11,SIP,7419.08,Tamil Nadu,18-24,B30,Male,7371.91,1,2024,2024-07
TXN0006079,INV01345,2023-07-01,Lumpsum,48845.85,Tamil Nadu,25-34,T30,Female,6408.24,1,2023,2023-07
TXN0006080,INV01345,2024-10-02,SIP,5838.21,Tamil Nadu,25-34,T30,Female,6408.24,1,2024,2024-10
TXN0006081,INV01345,2024-06-22,SIP,6416.26,Tamil Nadu,25-34,T30,Female,6408.24,1,2024,2024-06
TXN0006082,INV01346,2022-10-02,SIP,11005.34,Maharashtra,25-34,T30,Female,10384.95,1,2022,2022-10
TXN0006083,INV01346,2024-03-21,SIP,11316.14,Maharashtra,25-34,T30,Female,10384.95,1,2024,2024-03
TXN0006084,INV01346,2024-07-30,SIP,10393.01,Maharashtra,25-34,T30,Female,10384.95,1,2024,2024-07
TXN0006085,INV01346,2023-11-26,SIP,11380.49,Maharashtra,25-34,T30,Female,10384.95,1,2023,2023-11
TXN0006086,INV01346,2025-08-18,SIP,9499.96,Maharashtra,25-34,T30,Female,10384.95,1,2025,2025-08
TXN0006087,INV01346,2022-05-26,Lumpsum,122174.79,Maharashtra,25-34,T30,Female,10384.95,1,2022,2022-05
TXN0006088,INV01346,2023-07-23,Redemption,60041.1,Maharashtra,25-34,T30,Female,10384.95,1,2023,2023-07
TXN0006089,INV01347,2025-08-24,SIP,10873.74,Rajasthan,35-44,T30,Female,10561.69,1,2025,2025-08
TXN0006090,INV01347,2025-10-01,SIP,10302.94,Rajasthan,35-44,T30,Female,10561.69,1,2025,2025-10
TXN0006091,INV01347,2024-02-18,SIP,9688.88,Rajasthan,35-44,T30,Female,10561.69,1,2024,2024-02
TXN0006092,INV01347,2022-09-29,SIP,10456.59,Rajasthan,35-44,T30,Female,10561.69,1,2022,2022-09
